id,year,month,nombre,codigoruta,nombreruta,pasajerosadultomayor,pasajerosregulares,pasajerostotales,cant_feriados,nombres_feriados,es_feriado_mes,precipitacion_mm,temperatura_c,dia_semana,es_fin_semana,trimestre,temporada,nivel_precipitacion,feriado_finde,periodo_escolar,ruta_promedio_pasajeros,proporcion_adultos_mayor,year_norm
34797,2023,7,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",205,4608,4813,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,30982.49074074074,0.04258412962193602,2
34798,2023,7,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",3959,33511,37470,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,30982.49074074074,0.10565503989752074,2
34799,2023,7,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",11338,80005,91343,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,30982.49074074074,0.12412418987563496,2
34800,2023,7,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",1031,5456,6487,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,30982.49074074074,0.1589087546239211,2
34801,2023,7,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",7352,66810,74162,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,30982.49074074074,0.09913299084449119,2
34802,2023,7,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",2643,18157,20800,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,30982.49074074074,0.12706119898081822,2
34803,2023,7,"AUTOTRANSPORTES GRANADOS CONTRERAS, S.A.",324,CARTAGO-EL BOSQUE-BLANQUILLO Y VICEVERSA,2400,27930,30330,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,24402.305555555555,0.07912696581055685,2
34819,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,2782,52292,55074,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.05051293690422152,2
34820,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,1544,34048,35592,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.04337931615767145,2
34821,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,1011,18224,19235,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.052557704304429194,2
34822,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,3170,68956,72126,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.043950254412355984,2
34823,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,1110,26469,27579,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.04024655547498187,2
34824,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,917,22412,23329,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.03930561508786969,2
34825,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,2480,69579,72059,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.034415764640577294,2
34826,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,2465,73391,75856,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.03249535309859341,2
34827,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,9959,130699,140658,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.07080243709965235,2
34828,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,906,26142,27048,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.033494768753003806,2
34829,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,238,7212,7450,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.03194202120520735,2
34830,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,39,2055,2094,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.018615751789976133,2
34831,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,37,1254,1291,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.02863777089783282,2
34832,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,21,1299,1320,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.015897047691143074,2
34833,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,47,3633,3680,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.012768269491985873,2
34834,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,21,2122,2143,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.009794776119402986,2
34835,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,33,2381,2414,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.013664596273291925,2
34836,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,30,2389,2419,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.012396694214876033,2
34837,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,3,888,891,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.0033632286995515697,2
34838,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,81,4471,4552,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.017790467823413134,2
34839,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,50,4106,4156,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.012027904738994467,2
34840,2023,7,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,5,498,503,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,25952.85913705584,0.00992063492063492,2
34910,2023,7,"AUTOTRANSPORTES SAN JOSE SAN JUAN DE TOBOSI SUR, S.A.",126,SAN JOSE-SAN JUAN NORTE-SAN JUAN SUR-RIO CONEJO-LOMA LARGA-SANTA ELENA ABAJO- SANTA ELENA ARRIBA- LA GUARIA- EL ALUMBRE- COPALCHI-CARTAGO,3272,27670,30942,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,15852.402777777777,0.10574281743851598,2
34911,2023,7,"AUTOTRANSPORTES SAN JOSE SAN JUAN DE TOBOSI SUR, S.A.",126,SAN JOSE-SAN JUAN NORTE-SAN JUAN SUR-RIO CONEJO-LOMA LARGA-SANTA ELENA ABAJO- SANTA ELENA ARRIBA- LA GUARIA- EL ALUMBRE- COPALCHI-CARTAGO,239,2219,2458,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,15852.402777777777,0.09719398129320862,2
34970,2023,7,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,31,2496,2527,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,28056.94674556213,0.0122626582278481,2
34971,2023,7,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,2467,68783,71250,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,28056.94674556213,0.03462407545157261,2
34972,2023,7,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,2117,46517,48634,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,28056.94674556213,0.043528323224015626,2
34973,2023,7,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,118,9770,9888,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,28056.94674556213,0.011932450197188796,2
34974,2023,7,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,4600,51245,55845,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14030.994152046784,0.0823693729183827,2
34975,2023,7,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,460,8784,9244,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14030.994152046784,0.04975662520281233,2
34976,2023,7,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,575,9124,9699,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14030.994152046784,0.059278350515463915,2
34977,2023,7,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,0,941,941,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14030.994152046784,0.0,2
34978,2023,7,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,115,365,480,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14030.994152046784,0.2390852390852391,2
35109,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",316,SAN JOSE-PARAISO DE CARTAGO,2970,34312,37282,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,37923.305555555555,0.07966097148834589,2
35110,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,13674,172858,186532,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.07330606380640423,2
35111,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,420,4312,4732,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.08873864356644834,2
35112,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,0,2497,2497,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.0,2
35113,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,4962,57265,62227,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.07973902423346403,2
35114,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,1461,7569,9030,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.16177610452884508,2
35115,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,177,1127,1304,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.135632183908046,2
35116,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,0,441,441,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.0,2
35117,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,4074,43285,47359,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.08602195945945947,2
35118,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,1122,6253,7375,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.15211496746203904,2
35119,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,507,4048,4555,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.11128182616330114,2
35120,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,0,309,309,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.0,2
35121,2023,7,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,639,5793,6432,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,29720.25316455696,0.0993315715840199,2
35155,2023,7,"CORPORACION TRANSPORTES EL ALTO, LIMITADA",310,"CARTAGO-LA CRUZ DE CARAVACA-EL ALTO, EXTENSION A MATA DE MORA Y EXTENSION A FINCA PAEZ Y VICEVERSA",1309,17410,18719,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,12223.333333333334,0.06992521367521368,2
35156,2023,7,"CORPORACION TRANSPORTES EL ALTO, LIMITADA",310,"CARTAGO-LA CRUZ DE CARAVACA-EL ALTO, EXTENSION A MATA DE MORA Y EXTENSION A FINCA PAEZ Y VICEVERSA",1170,17134,18304,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,12223.333333333334,0.06391696257853045,2
35157,2023,7,"CORPORACION TRANSPORTES EL ALTO, LIMITADA",310,"CARTAGO-LA CRUZ DE CARAVACA-EL ALTO, EXTENSION A MATA DE MORA Y EXTENSION A FINCA PAEZ Y VICEVERSA",623,11328,11951,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,12223.333333333334,0.05212516733601071,2
35239,2023,7,"GEMON DE CARTAGO, S.A.",342,CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ,139,22476,22615,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14207.481481481482,0.00614609126282278,2
35240,2023,7,"GEMON DE CARTAGO, S.A.",342,CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ,106,31477,31583,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14207.481481481482,0.00335612968591692,2
35241,2023,7,"GEMON DE CARTAGO, S.A.",342,CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ,4,1207,1211,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14207.481481481482,0.0033003300330033004,2
35242,2023,7,"GEMON DE CARTAGO, S.A.",342,CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ,69,28953,29022,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14207.481481481482,0.0023774248010198806,2
35243,2023,7,"GEMON DE CARTAGO, S.A.",342,CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ,6,2057,2063,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14207.481481481482,0.0029069767441860465,2
35311,2023,7,"MADERAS Y MATERIALES DEL SUR, S.A.",337,CARTAGO-FRAILES-SANTA CRUZ,102,675,777,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,1798.5972222222222,0.13110539845758354,2
35312,2023,7,"MADERAS Y MATERIALES DEL SUR, S.A.",337,CARTAGO-FRAILES-SANTA CRUZ,235,3405,3640,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,1798.5972222222222,0.06454270804723977,2
35343,2023,7,"MUSOC, S.A.",100,SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA,712,12287,12999,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,8674.785310734464,0.05476923076923077,2
35344,2023,7,"MUSOC, S.A.",100,SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA,184,3631,3815,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,8674.785310734464,0.04821802935010482,2
35345,2023,7,"MUSOC, S.A.",100,SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA,587,11643,12230,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,8674.785310734464,0.0479928051671981,2
35346,2023,7,"MUSOC, S.A.",100,SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA,255,5788,6043,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,8674.785310734464,0.04219060225016545,2
35347,2023,7,"MUSOC, S.A.",100,SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA,73,363,436,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,8674.785310734464,0.16704805491990846,2
35348,2023,7,"MUSOC, S.A.",100,SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA,639,10746,11385,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,8674.785310734464,0.05612155278412085,2
35376,2023,7,"RUTAS DEL SUR, S.A.",330,CARTAGO-CORRALILLO-SAN ANTONIO-SANTA ELENA ARRIBA-SANTA ELENA ABAJO-RÍO CONEJO Y VICEVERSA,1093,13853,14946,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,14000.027777777777,0.07312504181441092,2
35396,2023,7,"SERVICIOS URBANOS DE OREAMUNO, S.A.",325,CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO,5766,22871,28637,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,18745.9,0.2013408757594804,2
35397,2023,7,"SERVICIOS URBANOS DE OREAMUNO, S.A.",325,CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO,2879,20842,23721,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,18745.9,0.12136413455863755,2
35398,2023,7,"SERVICIOS URBANOS DE OREAMUNO, S.A.",325,CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO,3722,22516,26238,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,18745.9,0.14184991806090172,2
35399,2023,7,"SERVICIOS URBANOS DE OREAMUNO, S.A.",343,CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA,1219,13182,14401,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,5337.05785123967,0.08464102208026662,2
35470,2023,7,"TRANSPORTE REMUNERADO GUADALUPE DE CARTAGO (TREGUCA), S.A.",332,CARTAGO-GUADALUPE-LA LIMA POR GUADALUPE Y POR LA JOYA Y VICEVERSA,7118,61164,68282,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,64171.416666666664,0.10424263725964003,2
35644,2023,7,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,672,5287,5959,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,11889.456445993032,0.11275167785234899,2
35645,2023,7,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,7810,43310,51120,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,11889.456445993032,0.15277478922556287,2
35646,2023,7,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,290,3689,3979,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,11889.456445993032,0.0728643216080402,2
35647,2023,7,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,0,80,80,1,['Annexation of Guanacaste'],1,198.92,19.72,5,1,3,1,2,1,0,11889.456445993032,0.0,2
